Lead_ID,Age,Monthly_Income,Account_Tenure_Months,Product_Count,Monthly_Transactions,Digital_Engagement,Balance,Credit_Utilization,Recent_Application,Segment,Converted,Conversion_Probability
L02132,64,7180817,178,4,17,20,4881149.746043283,0.47829861637175797,0,Affluent,1,0.21045443970008423
L02133,44,41525126,111,2,18,12,7920571.782108289,0.6355002672381461,0,Priority,0,0.19260851335932036
L02134,38,28802229,41,3,9,42,26923893.634770807,0.4776583223899868,1,Mass,0,0.08772023277459332
L02135,40,37283730,72,5,21,23,17192149.660569873,0.4172200576261884,0,Affluent,1,0.6383790224004267
L02136,51,8441254,88,2,16,67,8656329.914497692,0.38388496272053696,0,Mass,0,0.11386653796061182
L02137,45,43978226,86,3,20,59,6845994.353141472,0.9300497095901465,0,Affluent,0,0.30253186066024623
L02138,22,4525164,27,5,19,54,27823278.080800124,0.8253470464915539,0,Mass,0,0.19220959834068427
L02139,45,45713133,20,2,17,55,12017907.096753439,0.5021695246232654,1,Affluent,0,0.40665925913956824
L02140,39,34259108,63,1,18,18,31841388.8560075,0.8028073582364742,0,Mass,1,0.20066133138509593
L02141,52,19524526,165,2,26,46,36139483.68512172,0.1841804415687483,0,Priority,1,0.28471043887805253
L02142,60,4326686,130,5,9,16,10970506.56822854,0.5265004696649791,0,Mass,0,0.19800348194564366
L02143,64,32104099,152,4,13,42,38771974.77137595,0.45515410832771563,1,Affluent,0,0.5128047785081509
L02144,48,8022000,32,5,11,71,17226690.521446038,0.34239391712112893,0,Priority,0,0.23446415950530564
L02145,37,32005159,75,2,24,99,19605466.662230976,0.8765959501536017,0,Affluent,1,0.4534925821968067
L02146,40,39564689,105,5,23,37,1680852.5013501875,0.7992439370028773,0,Mass,0,0.16314733082957006
L02147,28,16295784,79,2,26,34,5681009.255514127,0.8663773567266551,0,Mass,0,0.07223129242977008
L02148,63,14981232,76,4,23,70,5997578.696670921,0.6216952378607583,0,Affluent,0,0.40537868325349113
L02149,59,14209803,65,5,21,93,10906898.49722576,0.38859908286028827,0,Mass,1,0.3443740151690694
L02150,59,14342573,10,2,12,36,16817183.79761933,0.7311313128320647,0,Mass,0,0.18580506271788988
L02151,35,9239733,155,5,13,86,17519254.37579089,0.14771027767292327,0,Affluent,0,0.5504247138177929
L02152,35,15486283,168,4,33,38,19961334.909759387,0.8177716218973295,0,Priority,0,0.1417154687471624
L02153,59,34328453,15,4,16,68,7561772.420250109,0.07590138430248515,0,Mass,1,0.5765673517567036
L02154,45,17915783,75,4,17,29,29946521.219502885,0.7863911459485426,1,Mass,0,0.277442855797991
L02155,52,39922273,94,1,22,33,91591515.75733353,0.6835464538962153,0,Affluent,0,0.21299383337663397
L02156,43,41687310,142,4,20,99,10535234.579103278,0.12961438156276986,0,Mass,1,0.5479052463861451
L02157,40,39003837,178,2,27,45,7724383.653673902,0.1822980631398038,0,Priority,1,0.6106153970271839
L02158,49,28818356,75,2,23,11,7558844.821984563,0.4571523085837216,0,Affluent,0,0.2017087677100062
L02159,57,18548667,135,1,26,80,16338397.748762935,0.3198874042343786,0,Mass,1,0.6606638144019867
L02160,36,46775125,169,1,19,21,8866561.724698698,0.8305633913564479,0,Affluent,0,0.47143775627165785
L02161,57,13441953,150,5,19,20,2658392.955144998,0.22355023979951583,0,Affluent,0,0.3252064676155362
L02162,31,25367417,53,2,25,86,3494877.5127582704,0.42537196498011476,0,Mass,1,0.31711078376972784
L02163,39,24866252,148,2,13,41,41605831.618090436,0.28442392587707555,0,Mass,0,0.22735780688239363
L02164,62,38297108,75,3,27,22,54046470.49568156,0.1644639471254959,0,Affluent,1,0.3041051961149249
L02165,63,29153419,4,4,18,98,74287283.70240855,0.2837672763280306,0,Mass,1,0.5186282861717998
L02166,62,40777641,137,3,16,35,18809360.406330507,0.8239883869093945,1,Priority,1,0.546530147741121
L02167,35,46278007,151,3,19,67,5568605.66494597,0.693950126671424,0,Mass,0,0.17593883926435694
L02168,58,21968759,62,5,22,33,9679730.422109133,0.8728160093027618,0,Mass,0,0.29540952950060445
L02169,63,44241865,82,3,20,62,3375902.061596721,0.41475139596630867,0,Priority,0,0.676140099717965
L02170,65,11805437,66,4,21,73,3248385.850436081,0.2663714186393209,1,Mass,1,0.5194458361160026
L02171,21,46138683,22,5,16,78,19362010.24960764,0.0736857825646022,0,Mass,1,0.5418569866940128
L02172,54,12187510,180,4,17,47,25714672.68310876,0.49564213671777146,1,Mass,1,0.3905884064525235
L02173,65,43112069,5,1,17,66,106316846.85322024,0.08575550923604895,0,Priority,1,0.7581364656726197
L02174,55,21951376,101,2,19,86,13803975.424490923,0.05384748847793563,0,Priority,0,0.5254468984127747
L02175,31,48370735,3,4,20,86,3858256.4722113363,0.5942373262724087,0,Mass,0,0.4721389909747408
L02176,55,9942954,125,3,20,78,13278282.652461097,0.19834337202083563,0,Affluent,0,0.7530626651821549
L02177,25,25412999,163,2,20,46,11308911.033573542,0.5538009672634313,0,Affluent,0,0.3373858868510095
L02178,42,45486492,116,2,19,58,9178084.514452161,0.5661704320708761,1,Mass,0,0.25156714380637496
L02179,49,6183780,110,1,22,98,21153381.374514718,0.7014552444529931,1,Mass,1,0.45229747127004666
L02180,41,16190682,150,2,20,32,4452998.422109197,0.3948157870200071,0,Affluent,1,0.30497512411774724
L02181,52,7843853,176,4,17,73,17094754.019026652,0.6846399554517523,0,Mass,1,0.17468211021679528
L02182,31,18778587,156,1,14,82,28778065.05218026,0.37936891709553594,0,Mass,0,0.15607678365164981
L02183,48,21952702,42,5,13,53,62040535.5952346,0.13800838746129418,1,Mass,0,0.5040521787760797
L02184,50,32468969,102,2,25,88,20459064.786890756,0.32899107931598465,0,Mass,0,0.40124717754860584
L02185,49,15853606,148,5,11,48,42570888.52100771,0.05681059640113853,0,Mass,1,0.18005522848185648
L02186,34,11299485,54,2,22,86,9622981.662638964,0.46621516249189765,0,Mass,1,0.2744889189634303
L02187,34,11817267,122,5,20,68,11064700.734745545,0.7162800507879491,1,Mass,0,0.3258440540440291
L02188,32,47166588,5,3,21,14,57736943.79200216,0.7562728007964912,0,Priority,0,0.33527430223939486
L02189,41,47847373,158,5,24,84,3805569.9739438137,0.25888704787178735,0,Mass,0,0.6463017915604912
L02190,47,14184598,111,1,20,73,10023275.103190938,0.1450788134675477,1,Mass,0,0.1447930705325702
L02191,37,12989301,134,4,20,30,46362758.00860839,0.21688706476429132,0,Mass,1,0.1344052952095332
L02192,39,6492997,149,2,17,74,12145254.123370217,0.9353416822439965,0,Mass,0,0.13082467093380398
L02193,33,48131446,40,2,12,56,11273424.810363257,0.33089248323434617,1,Affluent,0,0.7372076665511818
L02194,30,36482927,82,1,23,95,11504267.857158134,0.4363560095906281,0,Mass,1,0.772566514690759
L02195,50,38998586,155,5,16,37,16864350.835399535,0.11806390893909774,0,Affluent,1,0.4832938986573127
L02196,57,17366399,30,4,23,33,44439736.838210136,0.7603972729243769,0,Mass,0,0.20578643927175624
L02197,34,33483500,149,5,14,15,37798964.92920739,0.4536413154675235,0,Affluent,0,0.08292847547904737
L02198,59,6751235,52,3,21,81,15172846.906083383,0.12865810447547676,0,Affluent,1,0.5744246265702369
L02199,46,35096872,104,1,22,99,44720802.27264469,0.47564773022499524,0,Mass,1,0.4759289326040335
L02200,28,30664213,92,2,30,72,21112033.045181144,0.6919471597720532,0,Affluent,0,0.4245622606144771
L02201,37,19247818,124,3,15,43,35416236.349223815,0.4757341010960476,1,Affluent,0,0.19973101943038718
L02202,21,36681592,151,1,14,89,5363843.1674603615,0.9217694838007005,0,Priority,1,0.7241639710107644
L02203,22,33735643,63,5,26,33,85336557.17866208,0.8344973772317068,0,Priority,1,0.6593564359027525
L02204,36,24193931,31,5,14,73,18695133.610250454,0.5133262913419503,0,Affluent,1,0.492828352195896
L02205,41,12587837,77,3,19,64,960540.4864641409,0.8964569376754871,1,Mass,0,0.4097411607435384
L02206,56,5084053,111,3,19,87,78852370.35829234,0.780249017857801,0,Mass,0,0.25993884247600807
L02207,27,47134449,136,4,19,98,15076015.93395317,0.38144300975720946,1,Affluent,0,0.8059820564316978
L02208,58,16942523,136,4,17,42,10100210.244834641,0.7442688532367256,1,Priority,0,0.20207016454994628
L02209,31,17882493,62,1,16,18,8185523.243601328,0.5052671006009969,1,Mass,0,0.04521304170224362
L02210,27,35329037,169,3,22,24,23279009.381960522,0.5352005522814499,1,Mass,0,0.1572349498546939
L02211,52,15738579,15,4,24,77,6169768.285358975,0.5185589181964918,0,Mass,0,0.21539838847359902
L02212,55,21284709,22,5,25,43,8424496.724008912,0.7733106863592691,1,Mass,0,0.22971730056236014
L02213,48,36713488,5,3,18,22,8629375.143266976,0.8767169966452871,0,Mass,1,0.24076378967689294
L02214,26,31387288,167,5,20,84,11198761.114432542,0.33756591765324406,0,Mass,1,0.4246337294371657
L02215,26,34196641,33,3,25,69,8960642.673523668,0.6277289669004026,0,Affluent,0,0.40662003066041025
L02216,38,4214856,109,2,13,21,35193602.98673207,0.6155679788531578,1,Mass,0,0.07888589337522289
L02217,41,24759750,147,3,21,74,19670351.574866097,0.8487475317942056,0,Affluent,0,0.17457638606534812
L02218,65,25862327,139,4,25,68,22222092.22781744,0.4524905181960905,1,Mass,1,0.45139605210309247
L02219,33,33092526,171,5,16,99,27623100.978616282,0.221144478735797,1,Affluent,0,0.6150106893196488
L02220,29,10967085,10,2,13,99,13666614.089738727,0.23277729113904494,0,Mass,1,0.3458755486977514
L02221,63,11336681,74,2,13,98,5407251.223591133,0.09614883941163915,0,Mass,0,0.4587711857704521
L02222,27,39071858,92,4,21,91,91215303.12974079,0.14065564534615718,0,Affluent,1,0.8478539628102237
L02223,22,34973102,126,4,12,82,37924026.49659443,0.3210976146733408,0,Affluent,1,0.5234403182755957
L02224,40,41314390,113,2,27,71,75254613.82495138,0.14230663193499513,0,Mass,1,0.7497838801198309
L02225,39,16448091,101,4,19,59,42207107.12152196,0.8339822853236672,0,Mass,0,0.28985687145791184
L02226,48,49889745,56,1,27,82,9465738.41782914,0.37581668997376677,0,Priority,1,0.6816518095693078
L02227,60,16550454,20,2,27,97,1433432.9946614003,0.381620592402173,0,Mass,1,0.5378005824100758
L02228,62,33944269,78,5,17,20,4388352.077236519,0.731755735921072,0,Mass,0,0.3341845557640768
L02229,34,46251129,47,3,17,22,28348446.962539956,0.3212038628588489,0,Priority,0,0.30119382777346976
L02230,65,19289348,100,5,17,55,13548858.249767791,0.6936640489244228,0,Affluent,1,0.5231519781823843
L02231,49,40913987,144,2,24,36,9857182.154145751,0.790180704994087,1,Mass,0,0.24384345303996965
L02232,24,19237548,100,2,14,58,1236762.031564692,0.3741602345885768,0,Affluent,0,0.3629955409173438
L02233,63,40379000,105,5,23,38,14804377.83745443,0.48003074256295103,0,Mass,0,0.37602809203730775
L02234,27,24892234,8,5,12,81,5084881.120951241,0.34000605826776786,0,Affluent,1,0.6859009136277968
L02235,47,6874579,117,5,18,91,7269355.388889193,0.43084779016129277,0,Affluent,1,0.5072330540890572
L02236,56,12759297,80,2,23,35,35098356.21870768,0.5726724341032695,1,Mass,0,0.10315365021001331
L02237,32,35438204,23,5,14,80,5359701.305897127,0.36467574384581747,0,Priority,1,0.8627994377018476
L02238,33,12878346,39,3,26,19,5896511.446185641,0.4677196897042181,0,Affluent,1,0.3486823761817264
L02239,42,16664645,141,5,22,82,18058753.551269326,0.49660132793923945,0,Mass,1,0.2888467305821468
L02240,60,28919974,166,5,25,73,35888334.29603991,0.07205341138166252,1,Affluent,1,0.46651852139404815
L02241,31,15640237,92,3,17,74,10027630.228322478,0.19728407075894394,0,Affluent,1,0.5779146817873353
L02242,50,9928360,176,2,17,54,65057116.93518081,0.5372369239374488,0,Mass,0,0.11280972366421058
L02243,41,32717704,33,5,22,19,4176113.474305561,0.0523855980424564,0,Mass,0,0.4791429453270761
L02244,26,35689262,54,3,32,86,3504313.367690096,0.6837742778272132,0,Mass,0,0.5734522784808567
L02245,52,37720222,168,3,24,19,3218013.3683938477,0.8649184903087268,1,Priority,0,0.27210940617411383
L02246,58,47421567,32,4,20,53,2874464.616877858,0.7291122107712161,0,Mass,0,0.23729939231914562
L02247,46,9726719,119,5,22,25,21001611.361134864,0.3327360832472597,0,Mass,0,0.17960025185763978
L02248,28,23632598,40,1,14,87,5642125.643848686,0.45485687315449336,0,Mass,0,0.17538337759951214
L02249,28,14763795,60,5,19,62,3661444.849928396,0.6356451164634235,1,Mass,1,0.3937261751814625
L02250,40,45450844,86,3,25,56,21929809.951233376,0.6623932447675449,0,Mass,0,0.40302223649159413
L02251,43,28830426,65,1,22,38,34192264.9793209,0.9297472098059285,1,Mass,0,0.3159223699561379
L02252,45,8522563,158,2,10,81,42901577.55139277,0.4936827643249102,0,Mass,0,0.15691215262439148
L02253,31,35838798,176,3,16,29,35993366.79454957,0.2745813498233102,1,Affluent,0,0.5920863274246496
L02254,43,5976050,91,4,22,75,5989133.447050933,0.3759726580942823,1,Mass,0,0.23660283358431092
L02255,34,16611938,95,3,33,98,19769516.201782502,0.8801986615143657,1,Mass,0,0.5389593674781046
L02256,51,37182968,10,1,20,34,24653571.50155611,0.6194386188332632,1,Mass,0,0.11927278880487084
L02257,56,27276240,43,3,14,72,9329365.032573383,0.8278262646510627,1,Affluent,1,0.6799026561496038
L02258,50,39006992,8,2,23,38,17686511.8199666,0.7016770315083167,1,Mass,0,0.23630350001204997
L02259,21,30274731,155,2,21,94,4290623.117129694,0.9188873112485015,0,Mass,1,0.3942090180260286
L02260,65,42780679,41,4,21,91,8008071.936147773,0.5011070512138092,0,Affluent,1,0.6734211112415635
L02261,22,29878032,62,5,17,38,21754867.088617463,0.9049147334465909,0,Mass,0,0.11337759534887736
L02262,65,6613613,152,1,19,31,67734310.62490357,0.847301195694512,0,Mass,0,0.19016759834529184
L02263,22,7278033,129,4,13,17,47441141.40753946,0.8087850197019588,0,Mass,0,0.09478017065041751
L02264,44,39737724,112,3,16,73,29046810.355518386,0.8951839185955679,0,Affluent,0,0.3348647989514608
L02265,25,5775675,7,2,17,93,16244432.584339691,0.5229838775952618,1,Mass,0,0.2456243318114461
L02266,25,21320781,102,4,14,23,13912944.810955318,0.7185462071198743,0,Affluent,0,0.48832415479420743
L02267,51,4740772,101,2,23,84,3527009.155965073,0.5498021927408385,0,Priority,0,0.19984589868845615
L02268,53,17953531,58,4,14,78,6504821.474339582,0.7486348623590224,0,Affluent,0,0.4234230283990721
L02269,26,31376302,135,3,24,52,6720720.368669832,0.7373772461406854,0,Mass,0,0.1857862125043831
L02270,64,11959100,168,1,24,30,26650542.760253236,0.7325637727637432,0,Affluent,0,0.31581838917973004
L02271,35,25440546,47,4,19,69,38590185.11816004,0.4356042231870089,0,Mass,1,0.738985587313815
L02272,35,49816724,60,5,17,64,31331488.701139048,0.7666590868935398,0,Mass,0,0.30655598007912443
L02273,34,7242736,59,3,18,83,48945950.54357687,0.8388404035250844,1,Mass,0,0.32433361726087584
L02274,41,6928525,151,4,20,61,16123982.382504305,0.6226295219257895,0,Mass,0,0.18974269075543607
L02275,29,16477402,14,1,14,14,5613194.676519311,0.45918764133313755,0,Priority,0,0.35723824735207405
L02276,40,42042368,162,2,19,28,14269398.864142269,0.817923430055765,0,Affluent,0,0.23209057517713919
L02277,30,22666691,140,2,17,44,7266052.147329777,0.7506052876147883,0,Affluent,0,0.3738117165866616
L02278,23,33416744,88,4,28,54,28959844.350287627,0.4726400849998811,0,Affluent,0,0.3685899968270633
L02279,37,5558040,106,2,28,41,10474699.709063897,0.5718821481339104,1,Affluent,1,0.6596477546177509
L02280,51,37813700,161,4,15,90,13592505.624982966,0.6672427277593492,0,Affluent,0,0.17351703719470915
L02281,55,7101589,139,2,18,35,30014254.858945157,0.6694894245191835,0,Mass,0,0.18183863517888124
L02282,36,36738987,50,4,11,71,7148881.504347725,0.3299334234352203,0,Mass,0,0.4057783652677289
L02283,35,10804288,10,2,14,42,39331541.78512667,0.31342250191976495,0,Mass,0,0.20008274174142293
L02284,56,43487986,119,3,23,100,3897961.9871124253,0.8486122064805972,0,Affluent,1,0.545460976425718
L02285,51,17622118,27,1,15,93,20380960.761248354,0.8933100260125947,0,Affluent,0,0.3002539231781579
L02286,58,12454435,16,4,18,81,13696648.991847355,0.4118586141814755,1,Priority,1,0.589150776915067
L02287,61,19488426,177,1,17,79,34308460.91042311,0.8720392046362704,0,Affluent,1,0.33492366668785073
L02288,57,4037932,86,5,23,68,3794968.9888691558,0.4736230326773732,0,Mass,0,0.5799638579585518
L02289,63,11595656,118,5,16,63,3245466.4313816577,0.20048214185400964,0,Mass,1,0.06915932775471735
L02290,39,31532310,40,3,18,61,31756409.753502406,0.7095924021081604,0,Mass,1,0.590726877275262
L02291,38,17835848,19,5,18,12,10146492.300008101,0.09129658011672012,0,Affluent,1,0.7446049797194567
L02292,35,20277497,12,5,17,95,13697976.173148204,0.1525247332800193,0,Mass,0,0.21579478756697912
L02293,31,41132558,64,1,20,99,7754714.959081815,0.8969050211884205,1,Mass,0,0.42156972272177673
L02294,54,9694217,1,4,24,57,37369713.65093302,0.5158595643746408,1,Mass,1,0.5677204711557374
L02295,53,22211025,76,2,19,89,20232018.252197444,0.28973873284556256,0,Affluent,0,0.6047410313233406
L02296,57,12562382,59,5,15,46,19081404.78120587,0.4823685317513375,0,Mass,1,0.527091541562717
L02297,28,26210998,95,5,18,20,4657271.366299582,0.5703598696541801,0,Affluent,1,0.3533054977481751
L02298,43,19260468,107,5,15,85,24768080.66701314,0.6250239422541052,1,Mass,1,0.16022372778270746
L02299,30,6126539,56,3,16,56,5561329.966937724,0.36340008819164193,0,Mass,1,0.4254283806738997
L02300,61,7230735,82,1,13,95,7763996.180999361,0.3986626640637825,1,Affluent,0,0.527315996345801
L02301,33,43207374,15,1,16,29,3829378.5682871058,0.544786911939421,0,Mass,0,0.44249037194843455
L02302,27,6618007,55,1,23,53,12826440.783210887,0.6139980941872355,0,Affluent,0,0.08623670836262767
L02303,46,40004645,177,5,22,70,43489670.980257794,0.8792208124829887,0,Affluent,0,0.261864887979993
L02304,60,46137207,179,3,27,22,18816707.843935233,0.40304852829850013,0,Mass,0,0.30621605737313196
L02305,62,25427275,88,2,19,100,9642971.370722447,0.8372184995911577,0,Affluent,0,0.6117450734294347
L02306,25,18356726,170,3,24,65,16729882.96075346,0.9438963268590083,0,Affluent,0,0.5462405596979572
L02307,35,39710596,91,1,22,25,16637583.01326617,0.35510314197455217,0,Mass,1,0.15958101026437405
L02308,27,49182612,23,3,21,77,16024501.345365593,0.0745560170886326,1,Mass,1,0.5405021902015725
L02309,34,9539651,157,3,23,89,17910455.193617787,0.5939340998888145,0,Mass,1,0.7577588920083776
L02310,45,48360882,75,4,19,44,5301850.163834684,0.8632828995083622,0,Mass,0,0.22431177485244297
L02311,33,47411893,111,1,21,65,16686308.971724797,0.0980500776994748,1,Mass,0,0.6191025830013047
L02312,24,10558278,117,5,20,78,2592964.541603489,0.22743485906562655,0,Affluent,0,0.38246991903836275
L02313,43,6517962,56,1,13,23,26673586.591039557,0.6585353869259369,0,Priority,0,0.23233643631794132
L02314,23,36886517,133,3,19,58,4979358.209771679,0.7786876020788551,0,Mass,0,0.17487683437195586
L02315,31,7572749,91,2,19,60,48698490.38050309,0.12797620168120427,1,Affluent,1,0.2886153677728449
L02316,21,31637024,66,4,20,37,1300584.7063182502,0.3773640742824448,1,Affluent,1,0.394983389249813
L02317,24,6978792,54,4,17,37,80035888.7640177,0.2648646805059649,1,Affluent,0,0.30324716665028706
L02318,40,35769765,135,1,22,67,2911969.1154622394,0.9183887986723523,0,Affluent,0,0.2553569533609476
L02319,59,14658428,45,3,18,78,4518208.528219405,0.6642219456399282,1,Mass,1,0.42457798689535475
L02320,55,8424785,23,3,18,45,20228798.128182996,0.4780746506991497,0,Mass,0,0.4901827353327663
L02321,25,7064298,159,3,19,23,27848112.367398325,0.8261170604764223,0,Mass,0,0.08901901071954989
L02322,22,12673763,60,1,20,81,11298441.25972432,0.5338960915067316,0,Mass,1,0.1387923032836777
L02323,36,28874602,116,1,18,25,36622260.0405818,0.8702007018776863,0,Mass,0,0.1465632288624587
L02324,50,7525378,129,3,25,10,6763198.630558738,0.26492754537773183,0,Mass,1,0.10116815686464822
L02325,54,40904574,151,2,21,39,10057898.581376359,0.07460455817260185,0,Mass,0,0.14431237819130177
L02326,58,31790173,113,3,23,84,11089206.619367039,0.4358646310691266,1,Mass,1,0.6645917904854599
